married,race,loan_decision,occupancy,loan_amount,applicant_income,num_units,num_dependants,self_employed,monthly_income,purchase_price,liquid_assets,mortage_payment_history,consumer_credit_history,filed_bankruptcy,property_type,gender
True,white,approve,1,144,72,1,0,False,5.82,156.0,36.0,2,2,False,2,male
True,white,approve,1,105,71,1,0,False,2.01,132.0,8.0,2,1,False,2,male
True,white,reject,1,120,73,2,0,False,2.64,133.0,5.0,2,6,True,3,female
True,white,approve,1,160,75,1,2,False,5.58,302.0,63.0,1,2,False,2,male
False,white,approve,2,70,30,2,0,True,2.66,90.0,0.0,1,1,False,3,male
False,white,approve,1,144,64,1,0,False,4.0,185.0,56.0,2,1,False,2,female
False,white,approve,1,199,94,3,0,False,7.86,246.0,206.0,2,6,False,3,female
False,white,approve,1,237,99,1,0,False,8.33,296.0,72.0,2,1,False,1,male
True,white,approve,1,100,43,1,0,False,1.93,182.0,107.0,2,1,False,2,female
False,white,approve,1,90,53,1,1,False,2.43,100.0,7.0,2,5,True,2,male
False,black,approve,1,120,52,2,0,False,3.09,150.0,57.0,2,1,False,3,female
True,white,approve,1,100,49,1,1,False,4.05,190.0,155.0,1,2,False,2,male
False,white,approve,1,53,33,1,0,False,2.62,92.5,60.7,1,6,False,1,female
False,white,approve,1,48,27,1,1,False,2.25,60.0,83.0,2,1,False,1,female
True,white,approve,1,49,45,1,0,False,3.2,49.0,18.25,1,2,False,2,male
True,white,approve,1,138,60,1,2,True,5.25,173.0,6.0,1,1,False,2,male
True,white,approve,1,140,67,1,2,False,4.36,85.0,61.5,1,1,False,2,male
False,white,approve,1,112,51,1,0,False,4.23,140.0,52.0,2,1,False,2,female
False,white,approve,1,70,25,1,0,False,2.07,140.0,92.6,2,1,False,2,female
True,black,approve,1,86,36,1,1,False,3.17,107.0,12.0,2,4,False,1,female
True,hispan,approve,1,53,48,1,0,False,2.5,71.0,29.16,2,1,False,1,male
True,white,approve,1,140,75,1,0,False,4.11,214.0,133.0,1,1,False,1,male
True,white,approve,1,275,135,1,0,False,7.5,306.0,48.0,2,1,False,2,male
True,white,approve,1,140,77,1,1,False,3.78,140.0,32.0,1,1,False,2,female
True,white,approve,1,112,49,1,2,False,3.73,117.5,17.0,2,6,True,2,male
True,black,approve,1,137,122,1,0,False,4.98,153.0,49.0,2,6,False,1,male
True,black,reject,1,57,56,1,0,False,3.77,85.0,1.5,3,6,False,2,male
True,white,approve,1,230,128,1,4,False,9.23,290.0,111.2,1,1,False,2,male
False,white,approve,1,75,33,1,0,False,2.48,210.0,58.49,1,2,False,2,female
True,white,approve,1,187,157,1,0,False,6.5,290.0,52.0,1,2,False,2,male
True,white,approve,1,134,55,1,2,False,4.62,149.0,18.9,2,6,False,2,male
True,white,approve,1,83,60,1,0,False,3.88,128.0,10.0,2,2,False,2,male
False,white,approve,1,26,60,1,0,False,2.6,29.0,7.0,2,2,False,1,female
True,white,approve,1,248,117,1,1,False,6.81,280.0,74.0,2,5,False,2,male
True,white,approve,1,192,85,1,2,False,6.25,240.0,163.7,1,5,False,2,male
False,black,approve,1,108,51,1,0,False,3.93,120.0,28.1,2,1,False,2,male
False,white,approve,1,152,59,1,0,False,3.27,165.0,25.0,2,6,False,2,male
True,white,reject,1,286,138,1,1,True,11.5,357.0,164.0,1,2,False,1,female
True,white,approve,1,158,62,1,0,False,2.78,175.0,47.0,1,1,False,2,male
True,white,approve,1,140,52,1,0,False,2.71,176.0,37.0,2,2,False,2,male
True,white,approve,1,101,52,1,0,False,2.74,126.5,28.1,1,3,False,2,male
False,white,approve,1,152,126,4,0,False,10.5,199.0,51.0,1,6,False,3,male
True,white,approve,1,124,49,1,0,False,1.99,134.9,13.28,2,2,False,2,male
True,white,approve,1,187,132,1,2,False,10.17,250.0,91.0,2,6,False,2,male
True,white,approve,1,97,43,1,2,False,2.71,135.0,49.0,2,1,False,2,male
True,white,approve,1,96,45,1,0,False,2.13,120.0,35.0,2,1,False,2,male
True,white,approve,1,135,70,1,0,False,3.37,155.0,25.0,2,2,False,2,male
True,black,approve,1,144,75,2,2,False,3.36,160.0,36.0,1,1,False,3,male
True,white,approve,1,287,110,1,3,False,9.3,325.0,82.0,1,1,False,2,male
True,white,approve,1,145,48,1,0,False,3.33,185.0,72.0,1,5,False,2,male
False,white,reject,1,176,38,3,0,False,3.15,195.0,54.0,2,1,False,3,male
True,white,approve,1,120,178,1,0,False,2.5,129.0,8.0,2,1,False,2,male
True,black,approve,1,99,37,1,3,False,3.03,110.0,13.5,2,1,False,1,male
True,white,reject,1,165,64,1,0,True,2.61,190.0,56.0,2,5,False,2,male
True,white,approve,1,90,61,1,0,True,2.27,145.0,28.0,1,1,False,1,male
False,black,approve,1,116,71,1,0,True,5.83,145.0,33.0,3,1,False,3,male
False,white,approve,1,105,36,1,0,False,3.0,110.0,32.0,2,1,False,1,female
True,white,reject,1,147,59,1,1,False,4.94,164.0,22.0,1,6,True,2,male
True,white,approve,1,95,48,1,2,False,3.07,147.0,65.0,1,5,False,2,male
True,white,approve,1,116,44,1,4,False,3.64,129.0,123.0,2,1,False,2,male
True,white,approve,1,152,70,1,2,False,5.25,169.0,58.0,2,2,False,2,male
False,white,approve,1,135,64,1,0,False,3.48,192.0,188.0,2,6,False,2,female
False,white,approve,1,138,67,1,0,False,3.64,154.0,20.0,2,1,False,2,male
False,white,approve,1,110,41,1,0,False,3.64,140.0,60.0,1,2,False,2,female
True,white,approve,1,136,78,1,0,True,4.33,170.0,46.0,2,2,False,2,male
False,hispan,approve,1,44,22,1,0,False,1.83,55.0,18.0,2,1,False,1,female
True,white,reject,2,258,124,1,0,False,5.73,287.0,65.0,2,2,False,2,male
True,white,approve,1,90,47,1,0,False,1.75,129.9,1.0,2,1,True,1,male
False,white,approve,1,97,51,1,0,False,4.17,121.0,33.0,2,1,False,1,male
False,white,reject,1,126,58,1,0,False,3.2,140.0,29.0,2,5,False,2,male
True,white,approve,1,156,82,1,2,False,5.67,216.0,61.4,1,1,False,2,male
False,white,reject,1,200,109,1,0,False,6.5,295.0,64.0,2,3,False,2,male
False,white,approve,1,84,44,1,0,False,3.67,105.0,30.0,2,5,False,1,female
True,white,approve,1,185,97,1,0,False,4.26,250.0,65.6,1,3,False,2,male
True,white,approve,1,312,129,2,1,False,10.75,390.0,120.0,1,1,False,3,male
False,white,approve,1,315,123,1,0,False,6.83,420.0,75.0,1,1,False,2,male
True,white,approve,1,75,33,1,2,False,2.73,150.0,81.0,2,1,False,2,male
True,white,approve,1,162,72,1,0,False,4.16,247.0,75.2,1,6,False,2,male
True,white,approve,1,96,38,1,1,False,3.14,120.0,36.74,2,4,False,1,male
False,hispan,approve,1,80,37,1,0,False,3.07,130.0,60.0,1,1,False,1,male
False,white,reject,1,136,61,2,0,False,4.3,181.0,101.0,2,2,False,3,female
False,white,approve,1,108,51,1,0,False,2.36,120.0,18.0,2,2,False,2,male
True,white,approve,1,172,75,1,0,False,3.21,230.0,20.2,2,1,False,2,male
False,white,approve,1,82,37,1,0,False,3.12,103.0,35.21,2,1,False,1,female
False,white,approve,1,138,62,1,0,False,5.18,153.0,22.0,2,1,False,2,male
True,white,approve,1,93,47,1,0,True,3.94,170.0,2.0,3,6,False,2,male
False,white,approve,1,81,30,4,0,False,3.5,90.0,8.0,2,2,False,3,male
True,white,approve,1,151,71,1,0,False,2.52,168.0,22.0,1,2,False,2,male
True,black,reject,1,95,57,1,3,False,4.76,155.0,82.0,2,2,True,2,male
True,white,approve,1,96,53,1,1,False,2.19,156.0,6.0,1,1,False,2,male
True,white,approve,1,100,36,1,0,False,3.0,234.0,98.0,1,4,False,2,female
True,hispan,approve,1,187,84,1,3,True,5.27,259.0,91.0,1,1,False,2,male
True,white,approve,1,124,73,1,0,False,3.68,155.0,35.0,2,1,False,2,female
False,white,approve,1,113,45,1,0,False,3.75,125.0,19.0,1,1,False,2,male
False,white,reject,1,176,102,1,0,False,3.75,208.0,40.0,1,1,False,1,male
False,white,approve,1,118,40,1,0,False,4.12,128.0,6.0,2,3,False,1,female
True,white,approve,1,115,52,1,0,False,2.86,130.0,30.0,2,1,False,2,male
True,white,reject,1,110,60,1,1,True,1.0,50.0,26.0,2,1,False,2,male
True,white,approve,1,187,85,1,2,False,5.01,285.0,116.0,2,1,False,2,male
False,white,approve,1,135,73,1,0,False,3.52,220.0,227.0,2,1,False,1,male
False,white,approve,1,109,64,1,0,False,2.92,157.0,76.0,2,1,False,2,male
True,white,reject,1,180,46,1,3,False,3.17,70.0,5.0,3,3,True,1,male
True,black,approve,1,130,66,1,3,True,3.33,162.0,80.0,2,1,False,2,male
False,white,approve,1,111,46,1,0,False,3.85,139.0,18.76,2,2,False,2,female
True,white,approve,1,60,29,1,1,True,2.4,160.0,122.0,2,2,False,2,male
True,black,reject,1,167,53,2,2,False,1.38,175.0,13.0,2,4,False,3,female
False,white,approve,1,187,122,1,0,False,6.79,260.0,100.0,1,1,False,2,male
True,white,approve,1,98,86,1,2,False,4.04,140.0,47.0,2,5,False,2,male
True,white,approve,1,187,99,1,3,True,8.0,260.0,16.0,1,1,False,2,male
False,white,approve,1,136,75,1,0,False,4.16,170.0,62.0,2,5,False,2,male
True,white,approve,1,182,85,1,1,False,4.15,315.0,26.0,1,1,False,2,male
True,black,reject,1,265,99,1,0,False,6.0,295.0,29.0,2,5,True,2,male
True,white,approve,1,264,107,1,0,False,5.83,293.0,34.0,2,1,False,2,male
True,white,approve,1,50,48,1,1,False,3.99,150.0,0.0,2,2,False,2,male
False,hispan,approve,1,87,38,2,0,False,3.25,97.0,22.1,1,1,False,3,male
True,black,approve,1,90,62,2,0,False,3.32,90.0,1.8,1,5,False,3,male
True,white,approve,1,176,76,1,0,False,3.67,191.0,26.0,2,1,False,2,male
False,hispan,approve,1,136,59,1,0,False,2.37,170.0,35.0,2,4,False,2,male
True,white,approve,1,99,76,1,2,False,3.33,179.0,12.0,1,1,False,2,male
True,white,approve,1,70,72,1,4,False,2.49,160.0,19.0,1,5,False,2,female
True,white,approve,1,104,55,1,0,False,2.5,115.0,26.0,2,6,False,2,male
False,white,approve,1,129,73,1,0,False,6.4,143.0,17.4,2,2,False,1,male
True,white,approve,1,124,50,1,1,False,2.42,155.0,32.0,2,1,False,2,male
True,white,approve,1,55,36,1,0,False,3.44,95.0,5.0,2,4,False,1,male
False,white,approve,1,135,31,1,0,False,2.68,175.0,45.0,2,1,False,2,male
True,white,approve,1,275,96,1,0,False,7.93,380.0,144.0,1,1,False,2,male
False,white,approve,1,210,103,1,0,False,8.57,339.0,206.0,1,1,False,2,male
False,white,approve,1,71,34,1,0,False,2.8,95.0,28.0,2,2,False,2,female
True,white,approve,1,160,45,1,1,False,3.5,210.0,106.0,1,1,False,2,male
True,white,approve,1,116,51,1,3,False,2.23,145.0,46.0,2,1,False,2,male
True,white,approve,1,80,48,1,0,True,2.2,100.0,127.0,1,5,False,2,male
True,white,approve,1,130,51,1,6,False,3.67,144.0,10.1,2,2,False,2,male
True,hispan,approve,1,96,54,1,2,False,1.89,104.0,11.0,2,1,False,2,male
True,white,approve,1,30,61,1,2,False,4.12,342.0,157.2,1,1,False,2,male
True,white,approve,1,140,113,1,2,False,7.26,287.5,52.23,1,1,False,2,male
True,white,approve,1,115,51,1,4,False,4.23,200.0,2.0,4,6,True,2,male
True,white,approve,1,25,48,1,0,False,4.03,25.0,6.5,1,1,False,2,male
True,white,approve,1,125,88,1,0,True,5.88,300.0,100.0,1,1,False,1,male
False,white,approve,1,145,85,1,0,False,7.09,182.0,50.0,1,1,False,1,male
False,white,approve,1,176,71,1,0,False,5.94,235.0,92.0,2,1,False,1,male
True,white,approve,1,89,55,1,2,False,4.58,99.0,7.0,2,1,False,2,male
True,white,approve,1,125,55,1,1,False,4.55,145.0,36.0,2,1,False,2,male
True,white,approve,1,141,69,1,0,False,2.62,177.0,40.0,2,6,False,2,male
False,white,approve,1,80,47,1,0,False,3.9,102.0,63.0,4,1,False,1,male
True,white,approve,1,90,40,1,1,False,3.33,178.0,8.0,1,1,False,2,male
True,white,approve,1,175,118,1,0,False,5.7,250.0,95.0,1,1,False,2,male
False,white,approve,1,132,71,1,0,False,4.5,165.0,31.0,2,1,False,2,male
False,white,approve,1,130,33,1,0,False,2.75,184.0,22.0,2,4,False,1,male
False,white,approve,1,94,53,1,0,False,4.4,102.0,21.0,2,4,False,1,male
True,white,approve,1,155,82,1,1,False,4.84,254.0,138.0,1,2,False,2,male
True,black,approve,1,131,64,1,0,False,2.96,139.0,4.0,2,2,False,1,male
False,hispan,reject,1,130,53,1,0,False,4.4,137.0,12.5,1,3,False,2,female
True,white,approve,1,81,61,1,2,False,3.27,90.0,15.0,2,1,False,2,male
True,white,approve,1,134,85,1,2,False,3.61,149.0,35.0,2,1,False,2,male
False,white,approve,1,122,50,1,0,False,4.13,162.0,53.0,2,1,False,2,male
True,hispan,approve,1,176,85,1,2,False,2.78,191.0,26.0,2,6,False,2,female
True,white,approve,1,90,51,1,3,False,4.72,174.0,13.0,2,1,False,2,male
False,white,approve,1,25,45,2,0,False,3.62,25.0,1.2,1,1,False,3,male
False,white,reject,1,203,81,3,0,True,6.78,225.0,31.5,2,1,False,3,male
True,white,approve,1,137,43,1,0,False,2.48,152.0,29.0,2,1,False,2,female
True,black,approve,1,120,60,1,1,True,3.01,150.0,17.0,2,3,False,2,male
True,hispan,approve,1,124,48,1,2,True,1.57,162.0,42.0,2,1,False,2,male
True,white,approve,1,144,141,1,0,False,2.77,160.0,33.0,2,6,False,2,male
True,white,approve,1,135,110,1,0,False,4.64,240.0,77.0,1,1,False,2,male
True,white,approve,1,110,26,1,0,False,2.42,122.0,25.0,2,1,False,1,male
True,white,approve,1,50,36,1,0,False,1.98,230.0,31.0,1,1,False,2,male
True,white,approve,2,115,50,2,0,False,4.19,215.0,140.0,2,1,False,3,male
True,white,approve,1,125,88,1,0,True,7.02,165.0,200.0,1,1,False,2,male
False,white,approve,2,240,72,1,0,False,8.57,300.0,188.0,1,1,False,1,male
True,black,approve,1,210,36,3,3,False,1.71,235.0,23.0,2,5,False,3,male
False,black,approve,1,189,60,2,2,False,4.97,289.0,109.0,2,1,False,3,female
False,white,approve,1,200,54,2,0,False,2.06,250.0,45.0,2,1,False,3,female
True,black,approve,1,172,81,1,0,False,4.15,192.0,12.0,2,2,False,2,male
True,white,approve,1,125,45,1,0,False,2.94,125.0,11.4,1,1,False,2,male
True,white,approve,1,131,64,1,0,False,1.76,164.0,38.0,2,1,False,1,male
False,black,approve,1,102,36,1,2,False,3.4,115.0,14.0,2,5,False,1,female
True,white,approve,1,133,89,1,2,False,4.29,148.0,25.0,2,1,False,2,male
True,white,approve,1,188,108,1,0,False,4.67,251.0,97.0,2,2,False,2,male
False,black,reject,1,108,43,1,0,False,2.1,171.0,38.0,2,6,False,2,female
True,white,approve,1,125,54,1,3,False,4.49,215.0,10.0,1,1,False,2,male
False,white,approve,1,151,107,1,0,False,4.84,188.6,18.4,2,6,False,2,male
True,white,approve,1,138,78,1,0,False,2.92,173.0,63.0,1,3,False,2,male
True,black,reject,1,135,56,1,0,False,4.7,150.0,8.0,2,4,False,2,male
True,white,approve,1,144,80,2,0,False,4.22,189.0,57.0,2,1,False,3,male
True,white,approve,1,281,94,1,3,False,7.98,350.0,81.0,2,1,False,2,male
False,white,approve,1,115,69,1,0,False,3.81,145.0,70.0,2,1,False,2,male
True,white,approve,1,152,99,1,0,False,4.65,171.0,28.0,2,1,False,2,male
True,white,approve,1,130,65,1,0,False,3.44,192.0,18.0,1,2,False,2,male
True,hispan,approve,1,109,91,1,0,False,2.34,136.0,67.0,2,1,False,2,male
True,white,reject,1,188,91,1,0,False,2.46,210.0,9.0,1,6,True,2,male
False,white,approve,1,107,48,1,0,False,3.98,119.0,15.0,2,2,True,2,male
True,white,approve,1,148,74,1,2,False,6.12,185.0,52.0,1,1,False,2,male
False,white,approve,1,126,44,1,0,False,3.7,139.0,35.0,2,2,False,2,male
True,white,approve,1,278,115,1,3,False,9.58,370.0,141.0,1,1,False,2,male
False,white,approve,1,95,43,1,0,False,3.25,125.0,1.5,1,2,False,1,female
True,white,approve,1,100,51,1,1,False,3.05,243.0,40.0,1,1,False,2,male
False,white,approve,1,65,54,1,0,False,4.46,160.0,133.0,2,1,False,2,male
True,white,approve,1,225,151,1,2,False,11.42,255.0,36.0,2,1,False,2,male
False,white,reject,1,120,88,1,0,True,7.33,149.0,37.0,2,2,False,1,male
True,white,approve,1,123,60,1,0,False,3.08,140.0,33.0,2,5,False,2,male
True,white,approve,1,170,82,1,1,False,5.86,455.0,180.0,1,2,False,2,male
True,hispan,approve,1,135,31,2,0,False,0.83,150.0,30.0,2,1,False,3,male
True,white,approve,1,139,70,1,1,False,4.08,148.0,17.0,1,3,False,1,male
False,white,approve,1,87,54,1,0,False,3.25,123.0,204.0,2,1,False,1,female
True,white,approve,1,210,54,1,0,False,7.19,262.0,54.0,2,1,False,2,male
False,white,approve,1,113,65,1,0,False,2.42,125.0,25.6,2,5,False,2,male
True,white,reject,1,216,89,1,2,False,3.8,300.0,3.0,4,3,False,2,male
True,white,reject,1,232,72,1,0,True,3.9,282.5,68.6,2,2,False,2,male
True,white,approve,1,130,63,1,0,False,3.77,200.0,72.0,2,1,False,2,male
True,white,approve,1,230,99,1,2,False,8.21,337.5,17.14,2,1,False,2,male
True,white,approve,1,94,34,1,4,False,2.07,117.0,21.0,1,1,True,2,male
False,white,approve,1,136,64,1,0,False,5.32,170.0,46.0,2,1,False,2,male
True,white,approve,1,144,100,1,0,False,4.75,160.0,29.0,2,2,False,2,male
True,white,approve,1,139,63,1,0,False,2.93,146.0,27.0,1,1,False,2,female
